#class tools::wcsv::ntuple
#title Gamma Spectrum Data
#separator 44
#vector_separator 59
#column double EnergyDeposit
#column double EventID
#column double X
#column double Y
#column double Z
0.651541,15325,-6.22385,32.1704,1011.57
0.148293,17614,-16.0485,-20.0955,1053.88
0.316431,33884,-3.83403,30.6084,1049.5
0.652637,41633,24.135,24.6371,1031.84
0.654956,70316,5.99786,5.18993,1059.25
0.654968,72778,-19.1567,-3.34609,1030.43
0.658776,77880,-18.076,4.46309,1053.66
0.381742,79344,-9.68839,30.7202,1073
0.138838,93598,-37.7991,3.20238,1032.19
0.658179,97744,-18.8564,-22.7961,1028.59
0.630246,105560,-34.9172,-12.8485,1077.71
0.148632,106133,-0.746089,6.16208,1067.31
0.18731,107581,-34.4499,-3.68451,1022.22
0.415612,159763,-20.9019,3.43628,1034.43
0.655635,226972,-0.839875,8.20096,1063.8
0.655712,228218,15.7141,0.531231,1006.35
0.651896,242440,-6.50875,14.4034,1064.59
0.655754,243617,-11.9452,-0.912545,1064.89
0.65406,246247,-12.3,12.9254,1070.64
0.656224,250102,-4.01248,22.3067,1005.76
0.632667,279637,-0.220327,-4.37948,1031.79
0.296318,311238,7.3565,31.5871,1077.87
0.0596523,335540,-13.8726,13.4795,1068.25
0.655804,366988,31.4662,16.0668,1054.84
0.251237,405585,-6.75461,35.4517,1034.77
0.654252,410131,-12.2421,-34.7056,1069.49
0.658743,449862,8.84512,-16.2242,1063.24
0.191143,459639,-0.857523,8.14111,1078.18
0.658258,477869,-21.8621,31.0067,1077
0.658316,492555,-1.24339,-12.8212,1037.34
0.658995,495421,26.2341,-21.047,1063.21
0.648046,504388,22.5722,8.71451,1023.74
0.633383,582522,3.96984,14.8122,1046.98
0.65822,589124,-30.8301,-3.90875,1023.35
0.384006,596244,-22.3976,29.3049,1006.29
0.655741,599450,-19.0734,9.49764,1026.83
0.658413,611586,-8.55296,-8.56434,1004.36
0.652246,614805,23.2902,-7.02946,1057.86
0.114463,630907,-22.4828,17.1324,1033.17
0.65868,637564,-2.14517,-23.1857,1054.36
0.355795,655305,5.76171,25.6577,1017.01
0.655216,659525,-19.2975,-6.25393,1042.62
0.305004,696571,-6.64687,4.39127,1003.83
0.654834,699384,-6.79523,12.7502,1068.43
0.655289,714883,8.53741,-8.01509,1058.29
0.643279,715670,-34.1975,-8.04488,1009.75
0.659073,719988,36.4447,-9.34983,1038.28
0.237913,725738,-1.83593,-19.9373,1003.51
0.654981,737706,-10.1677,-18.9163,1010.36
0.6533,738263,-19.8123,-25.8659,1041.85
0.652381,743591,33.4962,10.7001,1053.25
0.13956,744467,34.4494,-3.87808,1031.45
0.17816,744543,-5.56554,6.93778,1078.03
0.20774,769865,-21.4796,17.3915,1002
0.658481,771814,18.5516,-28.45,1009.84
0.658952,772091,-16.7861,-26.7937,1019.44
0.240004,774021,29.8379,0.649931,1008.86
0.654881,779531,-13.4412,-28.1225,1068.36
0.658549,809006,17.6651,14.058,1076.39
0.654835,877265,22.2261,-12.0885,1069.31
0.658594,877614,10.0054,16.2427,1056.79
0.649413,943985,30.6444,-16.2338,1057.27
