#class tools::histo::h1d
#title Gamma Energy Spectrum in NaI
#dimension 1
#axis fixed 1000 0 2
#annotation axis_x.title 
#bin_number 1002
entries,Sw,Sw2,Sxw0,Sx2w0
17,17,17,3.45111,0.700604
15,15,15,3.07271,0.629443
17,17,17,3.51981,0.728772
8,8,8,1.67291,0.349832
11,11,11,2.32318,0.490653
17,17,17,3.61947,0.770625
9,9,9,1.93398,0.415589
15,15,15,3.25293,0.705443
10,10,10,2.19052,0.479841
13,13,13,2.87568,0.636124
12,12,12,2.67543,0.596499
12,12,12,2.70061,0.607778
18,18,18,4.08614,0.927591
16,16,16,3.65911,0.836819
12,12,12,2.77081,0.639788
15,15,15,3.49452,0.814113
11,11,11,2.58416,0.607081
17,17,17,4.0312,0.955918
11,11,11,2.6319,0.62972
11,11,11,2.64898,0.637921
17,17,17,4.13092,1.0038
21,21,21,5.15115,1.26355
17,17,17,4.19642,1.03589
16,16,16,3.98143,0.990739
8,8,8,2.00898,0.504504
10,10,10,2.53021,0.640197
11,11,11,2.80789,0.716753
6,6,6,1.53869,0.394596
16,16,16,4.14499,1.07381
8,8,8,2.08505,0.543432
10,10,10,2.63145,0.692458
15,15,15,3.97455,1.05314
16,16,16,4.2702,1.13966
21,21,21,5.64729,1.51867
11,11,11,2.98377,0.809356
12,12,12,3.27957,0.896299
18,18,18,4.94776,1.36002
13,13,13,3.60321,0.998707
11,11,11,3.07022,0.856938
16,16,16,4.49567,1.26319
17,17,17,4.81169,1.36191
23,23,23,6.55216,1.86656
15,15,15,4.30534,1.23573
14,14,14,4.04396,1.16812
20,20,20,5.81819,1.69257
10,10,10,2.9277,0.857145
16,16,16,4.7189,1.39176
17,17,17,5.04886,1.49947
19,19,19,5.68392,1.70037
10,10,10,3.00703,0.904224
13,13,13,3.93573,1.19154
6,6,6,1.8282,0.557051
22,22,22,6.75265,2.07266
11,11,11,3.40094,1.05149
18,18,18,5.60054,1.74256
10,10,10,3.13275,0.981415
11,11,11,3.46713,1.09282
15,15,15,4.75262,1.50583
15,15,15,4.78303,1.52516
14,14,14,4.49711,1.44457
15,15,15,4.84573,1.56541
14,14,14,4.55303,1.48073
6,6,6,1.96176,0.641422
13,13,13,4.27704,1.40716
13,13,13,4.30103,1.42299
15,15,15,4.99678,1.66453
19,19,19,6.36832,2.13451
15,15,15,5.05715,1.70499
16,16,16,5.42376,1.83858
8,8,8,2.72824,0.930412
17,17,17,5.82626,1.99679
17,17,17,5.86324,2.02222
7,7,7,2.42722,0.841629
8,8,8,2.7916,0.974128
12,12,12,4.21115,1.47782
9,9,9,3.17651,1.12114
11,11,11,3.90443,1.38587
18,18,18,6.42571,2.29388
8,8,8,2.86943,1.0292
18,18,18,6.49676,2.34489
17,17,17,6.16942,2.23893
22,22,22,8.02845,2.92983
9,9,9,3.29877,1.2091
10,10,10,3.68907,1.36093
11,11,11,4.08033,1.51356
15,15,15,5.59625,2.08787
12,12,12,4.49594,1.68446
12,12,12,4.52382,1.70541
10,10,10,3.78833,1.43515
12,12,12,4.56945,1.73999
13,13,13,4.97925,1.90715
13,13,13,5.00601,1.92771
12,12,12,4.64263,1.79617
16,16,16,6.22679,2.42331
8,8,8,3.12778,1.22288
16,16,16,6.28892,2.47191
13,13,13,5.13852,2.03111
12,12,12,4.76494,1.89206
17,17,17,6.78562,2.70852
19,19,19,7.61992,3.05596
14,14,14,5.64403,2.27536
20,20,20,8.10006,3.28056
11,11,11,4.48111,1.82549
7,7,7,2.86024,1.16871
15,15,15,6.16524,2.53402
14,14,14,5.77997,2.3863
15,15,15,6.22061,2.57973
24,24,24,10.0092,4.1743
15,15,15,6.28506,2.63347
4,4,4,1.6832,0.708295
22,22,22,9.30668,3.93702
8,8,8,3.39945,1.44453
17,17,17,7.26273,3.10278
7,7,7,3.00398,1.28913
14,14,14,6.03401,2.60067
19,19,19,8.22666,3.562
17,17,17,7.39459,3.21648
15,15,15,6.55424,2.86388
18,18,18,7.89756,3.46509
13,13,13,5.73076,2.52628
16,16,16,7.08978,3.14157
15,15,15,6.67369,2.96921
19,19,19,8.49356,3.79688
20,20,20,8.97726,4.02957
11,11,11,4.95867,2.23531
14,14,14,6.3358,2.86732
21,21,21,9.55032,4.34328
15,15,15,6.85368,3.13154
11,11,11,5.0496,2.31804
20,20,20,9.21989,4.25032
15,15,15,6.94834,3.21864
18,18,18,8.36769,3.88991
17,17,17,7.93675,3.70541
26,26,26,12.1939,5.71888
15,15,15,7.0667,3.32922
12,12,12,5.67397,2.68283
13,13,13,6.17567,2.93376
10,10,10,4.77105,2.27629
13,13,13,6.22957,2.9852
13,13,13,6.24879,3.00365
6,6,6,2.89633,1.39813
9,9,9,4.36183,2.11395
7,7,7,3.41255,1.66365
4,4,4,1.95788,0.958321
4,4,4,1.96431,0.964632
7,7,7,3.45287,1.70319
3,3,3,1.48339,0.733484
5,5,5,2.48409,1.23414
2,2,2,0.996996,0.497
4,4,4,2.00335,1.00335
4,4,4,2.01112,1.01116
7,7,7,3.53158,1.78173
1,1,1,0.507241,0.257294
3,3,3,1.52609,0.776317
0,0,0,0,0
6,6,6,3.07936,1.58041
4,4,4,2.06064,1.06156
3,3,3,1.55108,0.801955
5,5,5,2.59507,1.34687
2,2,2,1.04152,0.542387
1,1,1,0.523534,0.274088
4,4,4,2.09894,1.10139
2,2,2,1.05374,0.55518
5,5,5,2.6453,1.39952
6,6,6,3.18623,1.69202
2,2,2,1.06618,0.568374
2,2,2,1.06976,0.572189
1,1,1,0.536095,0.287398
3,3,3,1.6175,0.872106
2,2,2,1.08243,0.585829
2,2,2,1.08469,0.588272
1,1,1,0.544538,0.296521
0,0,0,0,0
4,4,4,2.1925,1.20176
2,2,2,1.10183,0.607009
0,0,0,0,0
2,2,2,1.10975,0.615774
1,1,1,0.557211,0.310484
0,0,0,0,0
3,3,3,1.68237,0.943451
2,2,2,1.12591,0.633833
2,2,2,1.12959,0.637989
5,5,5,2.83333,1.60555
3,3,3,1.70658,0.970809
3,3,3,1.71343,0.978619
3,3,3,1.71909,0.98509
5,5,5,2.87554,1.65375
4,4,4,2.30972,1.33371
3,3,3,1.73795,1.00683
1,1,1,0.581101,0.337678
2,2,2,1.16612,0.679918
1,1,1,0.585963,0.343352
3,3,3,1.75951,1.03196
0,0,0,0,0
2,2,2,1.18138,0.697825
3,3,3,1.78008,1.05623
3,3,3,1.78634,1.06367
3,3,3,1.79268,1.07123
2,2,2,1.19855,0.71826
0,0,0,0,0
1,1,1,0.603877,0.364668
2,2,2,1.21069,0.732888
3,3,3,1.81829,1.10205
4,4,4,2.43565,1.4831
0,0,0,0,0
1,1,1,0.613516,0.376402
1,1,1,0.615563,0.378918
2,2,2,1.23347,0.76073
1,1,1,0.618477,0.382513
2,2,2,1.24202,0.77131
2,2,2,1.24502,0.775037
0,0,0,0,0
6,6,6,3.76134,2.35794
9,9,9,5.66602,3.56709
10,10,10,6.30622,3.97685
1,1,1,0.63254,0.400107
5,5,5,3.17379,2.0146
4,4,4,2.54846,1.62366
12,12,12,7.67096,4.90364
12,12,12,7.69328,4.93222
30,30,30,19.2968,12.4123
54,54,54,34.8278,22.4625
75,75,75,48.5406,31.4159
155,155,155,100.591,65.2816
237,237,237,154.371,100.55
312,312,312,203.673,132.957
1322,1322,1322,866.288,567.667
338,338,338,221.946,145.739
846,846,846,557.317,367.142
20,20,20,13.2352,8.7586
139,139,139,92.018,60.9159
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
