#class tools::histo::h1d
#title Gamma Energy Spectrum in NaI
#dimension 1
#axis fixed 1000 0 2
#annotation axis_x.title 
#bin_number 1002
entries,Sw,Sw2,Sxw0,Sx2w0
6,6,6,1.10895,0.204964
7,7,7,1.30886,0.244734
14,14,14,2.6498,0.501534
7,7,7,1.3374,0.255519
6,6,6,1.15681,0.223036
14,14,14,2.72959,0.532195
9,9,9,1.77358,0.349513
4,4,4,0.795728,0.158298
10,10,10,2.011,0.404416
5,5,5,1.01656,0.206681
6,6,6,1.22864,0.251596
4,4,4,0.827509,0.171194
6,6,6,1.253,0.261668
9,9,9,1.8978,0.400185
5,5,5,1.06417,0.226493
8,8,8,1.72132,0.370372
5,5,5,1.08545,0.235641
8,8,8,1.75206,0.383719
4,4,4,0.885206,0.195898
8,8,8,1.78157,0.396753
5,5,5,1.12665,0.25387
6,6,6,1.36222,0.309275
7,7,7,1.60029,0.365848
8,8,8,1.84867,0.4272
14,14,14,3.26231,0.760196
5,5,5,1.17596,0.276579
4,4,4,0.949554,0.225414
7,7,7,1.67177,0.399263
8,8,8,1.92835,0.46482
12,12,12,2.91929,0.710191
9,9,9,2.20764,0.541519
10,10,10,2.47253,0.611343
5,5,5,1.24367,0.309347
10,10,10,2.51121,0.630623
4,4,4,1.01176,0.255914
4,4,4,1.01977,0.259984
6,6,6,1.54082,0.395692
6,6,6,1.5571,0.404093
7,7,7,1.82538,0.476001
6,6,6,1.5763,0.414124
3,3,3,0.794675,0.210504
5,5,5,1.33614,0.357054
7,7,7,1.88336,0.506724
7,7,7,1.89925,0.515307
8,8,8,2.18431,0.596406
5,5,5,1.37836,0.379974
4,4,4,1.10891,0.307419
5,5,5,1.39365,0.388454
8,8,8,2.24825,0.631835
3,3,3,0.847519,0.23943
7,7,7,1.99873,0.570703
9,9,9,2.58501,0.742478
6,6,6,1.734,0.501128
6,6,6,1.74458,0.50726
8,8,8,2.34528,0.687546
4,4,4,1.17995,0.348073
6,6,6,1.7823,0.529435
11,11,11,3.29235,0.985417
6,6,6,1.8073,0.544388
3,3,3,0.908486,0.275116
8,8,8,2.44143,0.745072
5,5,5,1.53499,0.471237
8,8,8,2.4697,0.762432
9,9,9,2.79947,0.870785
10,10,10,3.13102,0.980328
9,9,9,2.83601,0.893664
4,4,4,1.26714,0.401414
4,4,4,1.27736,0.407911
7,7,7,2.24691,0.721228
6,6,6,1.94088,0.627835
7,7,7,2.27796,0.741301
6,6,6,1.96277,0.642077
1,1,1,0.32996,0.108873
6,6,6,1.98537,0.656952
9,9,9,2.99433,0.996228
5,5,5,1.67237,0.559365
9,9,9,3.03229,1.02165
5,5,5,1.6944,0.574199
5,5,5,1.70332,0.580258
9,9,9,3.0863,1.05836
10,10,10,3.45126,1.19112
6,6,6,2.08181,0.722323
4,4,4,1.39438,0.486074
6,6,6,2.10587,0.739114
5,5,5,1.76618,0.623881
7,7,7,2.48577,0.882726
7,7,7,2.5003,0.893076
10,10,10,3.58999,1.28881
8,8,8,2.88568,1.0409
11,11,11,3.99248,1.44909
6,6,6,2.18942,0.798932
8,8,8,2.93321,1.07547
1,1,1,0.368589,0.135858
9,9,9,3.33929,1.23899
8,8,8,2.98371,1.11282
4,4,4,1.50026,0.562699
5,5,5,1.8823,0.708614
7,7,7,2.65534,1.00726
7,7,7,2.66688,1.01603
7,7,7,2.68175,1.0274
6,6,6,2.30841,0.888128
3,3,3,1.16143,0.449638
2,2,2,0.777856,0.302531
6,6,6,2.34639,0.917595
4,4,4,1.56975,0.616026
5,5,5,1.97681,0.781559
6,6,6,2.38188,0.945557
5,5,5,1.99358,0.794873
6,6,6,2.40588,0.964714
10,10,10,4.03023,1.62428
5,5,5,2.02461,0.819809
3,3,3,1.21959,0.495804
4,4,4,1.63556,0.668769
15,15,15,6.16612,2.53475
8,8,8,3.30136,1.36237
9,9,9,3.73727,1.55191
4,4,4,1.66748,0.69512
7,7,7,2.93393,1.22971
3,3,3,1.26074,0.529826
3,3,3,1.26876,0.536586
7,7,7,2.97215,1.26195
6,6,6,2.56131,1.09338
11,11,11,4.71707,2.0228
6,6,6,2.58659,1.11508
7,7,7,3.03174,1.31307
7,7,7,3.04712,1.32643
7,7,7,3.05866,1.33648
11,11,11,4.83017,2.12096
11,11,11,4.8541,2.14203
7,7,7,3.10026,1.37309
4,4,4,1.77886,0.79109
6,6,6,2.68299,1.19974
5,5,5,2.24539,1.00836
6,6,6,2.70579,1.22022
2,2,2,0.906142,0.410548
13,13,13,5.91383,2.69026
9,9,9,4.11376,1.88034
14,14,14,6.42665,2.95014
7,7,7,3.22586,1.4866
11,11,11,5.09011,2.35539
10,10,10,4.65247,2.16455
7,7,7,3.27211,1.52954
7,7,7,3.28479,1.54141
15,15,15,7.06738,3.32986
5,5,5,2.36511,1.11875
4,4,4,1.9005,0.902975
2,2,2,0.954145,0.455197
7,7,7,3.3539,1.60695
6,6,6,2.88749,1.3896
2,2,2,0.964995,0.465608
3,3,3,1.45515,0.705819
4,4,4,1.9485,0.949165
0,0,0,0,0
4,4,4,1.96382,0.964144
2,2,2,0.985411,0.485518
2,2,2,0.989125,0.489184
3,3,3,1.49222,0.742244
0,0,0,0,0
0,0,0,0,0
4,4,4,2.01141,1.01145
1,1,1,0.504655,0.254677
2,2,2,1.0147,0.514807
2,2,2,1.01659,0.51673
1,1,1,0.510447,0.260556
0,0,0,0,0
0,0,0,0,0
3,3,3,1.54954,0.80036
3,3,3,1.5556,0.806629
4,4,4,2.08306,1.08479
0,0,0,0,0
1,1,1,0.524658,0.275266
3,3,3,1.58313,0.835437
1,1,1,0.529846,0.280736
1,1,1,0.530694,0.281636
2,2,2,1.06691,0.569149
0,0,0,0,0
2,2,2,1.07422,0.576973
0,0,0,0,0
1,1,1,0.541821,0.29357
7,7,7,3.80183,2.06484
1,1,1,0.545469,0.297536
2,2,2,1.09434,0.598785
4,4,4,2.19525,1.20478
0,0,0,0,0
0,0,0,0,0
1,1,1,0.554832,0.307839
2,2,2,1.11338,0.619803
1,1,1,0.559487,0.313026
0,0,0,0,0
0,0,0,0,0
1,1,1,0.564876,0.319085
0,0,0,0,0
4,4,4,2.2766,1.29572
1,1,1,0.570263,0.3252
2,2,2,1.14653,0.657266
1,1,1,0.575613,0.33133
0,0,0,0,0
1,1,1,0.578834,0.335049
1,1,1,0.581939,0.338653
1,1,1,0.582153,0.338903
1,1,1,0.585145,0.342395
2,2,2,1.17283,0.687769
1,1,1,0.588577,0.346423
0,0,0,0,0
2,2,2,1.1842,0.701169
0,0,0,0,0
2,2,2,1.19302,0.711654
0,0,0,0,0
2,2,2,1.20214,0.722575
1,1,1,0.602129,0.36256
0,0,0,0,0
1,1,1,0.60601,0.367248
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.623794,0.389119
1,1,1,0.625074,0.390718
1,1,1,0.627724,0.394038
5,5,5,3.14611,1.9796
2,2,2,1.26073,0.794723
0,0,0,0,0
0,0,0,0,0
3,3,3,1.91237,1.21905
2,2,2,1.27918,0.818151
3,3,3,1.92417,1.23415
9,9,9,5.78829,3.7227
20,20,20,12.9032,8.32468
39,39,39,25.234,16.3271
71,71,71,46.0781,29.9042
122,122,122,79.4543,51.7458
162,162,162,105.755,69.0383
661,661,661,433.15,283.841
163,163,163,107.021,70.2675
414,414,414,272.725,179.659
18,18,18,11.9127,7.88401
50,50,50,33.1,21.9122
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
